0.498 % prompt : the prompt for your fic .  % creative % http://amishamj.livejournal.com/824.html 
0.364 % easygoing or serious : easygoing romantic or spontaneous : not experienced enough to know fatty or skinny : skinny er sensitive or loud : sensitive hook up or relationship : relationship sweet or caring : either both ?  % tired % http://amizener.livejournal.com/46303.html 
0.364 % if you are going to kill off a villan , and bring him back in the next act , you need to foreshadow this , otherwise you just annoy the audience .  % infuriated % http://nipper-dawg.livejournal.com/1132436.html 
0.364 % lots of people die of psychological causes , either by suicide or my personal favorite , death by cop .  % irate % http://ninjamonkey73.livejournal.com/3045.html 
0.364 % perfect words run spiral with each memory .  % good % http://markthehorizon.livejournal.com/19371.html 
0.364 % notes : written for this prompt on the meme .  % ditzy % http://niniblack.livejournal.com/95599.html 
0.364 % my memories haunt me , but that s usual .  % hungry % http://markis97.livejournal.com/41160.html 
0.364 % the experience was made complete with touched by an angel esque outbursts of emotion : at random times during the training , people would suddenly remember some traumatic moment of racism or discrimination from their childhood and they would share it with the class in a tearful and vengeful monologue .  % good % http://nerdfacepirate.livejournal.com/30113.html 
0.364 % the specifics : if needed and , trust me , it s needed start with a random prompt .  % frustrated % http://ammepyre.livejournal.com/600825.html 
0.364 % yet if you betray my trust or emotions somehow i will fall into a depression that lasts for a good amount of time .  % lonely % http://markis97.livejournal.com/11701.html 
0.364 % but when little sleep comes , it means creative genius goes off and i am caught in a mixture of thoughts which later turn into lyrics , poems , and drawings .  % contemplative % http://markie-poo.livejournal.com/44250.html 
0.364 % certain foods and stress cause flairs , and we were stressed .  % drained % http://amightypenguin.livejournal.com/37146.html 
0.364 % maybe he did it in response to a deeper , mostly ignored part of his subconscious .  % drunk % http://amiko2147483632.livejournal.com/297060.html 
0.364 % bi polar seems to be the catchall phrase for when anyone goes off on a shooting spree , and depression is used when someone wipes out his family oddly women dont seem to do that .  % annoyed % http://nipper-dawg.livejournal.com/725501.html 
0.364 % wesley pilots the ship at half impulse and reconfigures power relays , even offers up some far out of the box suggestions that help with the dilithium chamber and make geordi smile and talk about the good old days .  % awake % http://mylittleredgirl.livejournal.com/184401.html 
0.364 % this might warrant some intense celebration .  % blank % http://my-october.livejournal.com/392804.html 
0.364 % not cause of the words or anything , but just cause it s kinda weird .  % weird % http://neth-dugan.livejournal.com/10991.html 
0.364 % ultra violence ensues ... the golden nugget : though horror has turned more cerebral in the wake of flicks like the sixth sense and the ring , this homage to hk bullet ballets , movie swordplay , and s zombie flicks is a welcome addition if you re just looking for some mindless fun to pass the time .  % amused % http://marko-ramius.livejournal.com/21632.html 
0.364 % there was a single wave of hair that seemed determined to fall into his eyes .  % amused % http://nessa-oronar.livejournal.com/48794.html 
0.364 % the third element you should invoke is over the top catharsis .  % loved % http://markoolkat.livejournal.com/2613.html 
0.364 % everyone remembers the faked orgasm in a deli sequence from your kind of movie when harry met sally .  % amused % http://ammibaby04.livejournal.com/7229.html 
0.364 % everyone remembers the faked orgasm in a deli sequence from your kind of movie when harry met sally .  % exhausted % http://nerdyheather.livejournal.com/50439.html 
0.364 % still , sometimes differences can help create a spark and excitement about each other .  % determined % http://markis97.livejournal.com/41359.html 
0.364 % take the exotic cause of death test  % tired % http://nerdimus-prime.livejournal.com/15700.html 
0.364 % take the exotic cause of death test  % apathetic % http://amfigorion.livejournal.com/4754.html 
0.364 % before you discover that the yell has caused your jaw to lock .  % cheerful % http://marika-kailaya.livejournal.com/585382.html 
0.363 % or the salty smell of ocean water , because it brings back good memories .  % contemplative % http://mynameisyuuta.livejournal.com/10304.html 
0.363 % its a mood stabilizer , so i wont have such extreme mood swings from mania to depression .  % bouncy % http://amesha-spentas.livejournal.com/324739.html 
0.363 % the freudian implications of hide s your face_ visual narrative .  % ditzy % http://neuromance.livejournal.com/192375.html 
0.363 % the cutting edge dark , spontaneous , vulgar your humor style : clean spontaneous dark your humor s mostly innocent and off the cuff , but somehow there s something slightly menacing about you .  % lazy % http://ammichaels.livejournal.com/99824.html 
0.363 % xd was in an extremely good mood , and we see a brief scene of vicky walking through the train with a suspicious looking bulge in his jacket , which only succeeds in causing ladd to throw a mild temper tantrum in jealousy .  % blah % http://nin-tendo.livejournal.com/4740.html 
0.363 % the historical romance i did from a prompt .  % contemplative % http://ammepyre.livejournal.com/285970.html 
0.363 % i doubt it occurs to anyone to let me into a conversation on the deepest levels .  % contemplative % http://ami-desu.livejournal.com/667.html 
0.363 % quiver erroneously , shivers in this chill factor sends brakes to snake charmers .  % tired % http://ninjastu.livejournal.com/243797.html 
0.363 % that brought back so many memories .  % contemplative % http://amethystmoon.livejournal.com/123046.html 
0.363 % it is also indicative of destructive feelings , stinging remarks , bitter words and or negative thoughts being expressed by or aimed against you .  % relieved % http://my-october.livejournal.com/280391.html 
0.363 % on the other hand , you can be impulsive and forceful when opposed , and act without due forethought and discretion .  % curious % http://neumania.livejournal.com/20463.html 
0.363 % we had a nice ritual a simple observance and a guided meditation about finding and claiming the divine spark which is the source of all inner light .  % content % http://mynchyld.livejournal.com/6269.html 
0.363 % i like how mallory turns snarky in a kind of crushed way in moments of panic not related to typical mal panic .  % cheerful % http://marika-kailaya.livejournal.com/610563.html 
0.363 % speed and cocaine send them straight into mania , but it is then followed by deep depression .  % frustrated % http://amethyst-angel.livejournal.com/6219.html 
0.363 % mixing with causes a violent chemical reaction , producing an opaque peach potion which gives the user protection from mischief .  % predatory % http://neugotik.livejournal.com/194888.html 
0.363 % chocolate tipped siamese ears pause to rub against shannon s ankles before the cat stalks out of the room , a perfunctory twitch of his tail in boone s general direction .  % happy % http://mylucidskin.livejournal.com/8819.html 
0.363 % relieved from awkwardness , the whole restaurant erupts in laughter .  % relaxed % http://mynameislondon.livejournal.com/15486.html 
0.363 % this resulted in dumah dominating jerry through the telepathic connection and forcing him to , show me your memories .  % hungry % http://ninquark.livejournal.com/56715.html 
0.363 % and i can step back and catch my breath , calming and centering myself once more before the inevitable chaos happens again .  % calm % http://amguynes.livejournal.com/46317.html 
0.363 % i had envisioned this journal as a slow lead in into my psyche so i would be able to write with more meaning and empathy should any crisis or misery come my way .  % crushed % http://nerdfester.livejournal.com/546.html 
0.363 % these studies indicate that thought is not necessarily a causative result of chemical and physical changes on the brain , but that thoughts can physically alter the structure and function of the brain .  % curious % http://ninquark.livejournal.com/132021.html 
0.363 % cause i mean really wide awake .  % hungry % http://nethingbutmine.livejournal.com/14946.html 
0.363 % thankfully , it only lasts about washes cause ... it s a bit bright .  % hungry % http://ammepyre.livejournal.com/595319.html 
0.363 % not to worry , a few simple questions will confirm you deepest fears , or alternatively give you sweet relief .  % cranky % http://aminosays.livejournal.com/11594.html 
0.363 % revival to bring back to use ; to renew ; to reawaken .  % recumbent % http://ame-tordue88.livejournal.com/17863.html 
0.363 % squish squish squish xd ladd continues to be weirdly romantic toward lua , but remembers to add in the creepy this time when he reminds her that he would be the one to kill her in the end .  % accomplished % http://nin-tendo.livejournal.com/6606.html 
0.363 % it would be funny to push someone into the liffy .  % excited % http://ninosenungra.livejournal.com/13724.html 
0.363 % emotions i have no reason for experiencing surface , and i literally go through spiritual dirtying , only to emerge in a catharsis .  % predatory % http://amitypitseleh.livejournal.com/2379.html 
0.363 % but it could also be that i have dysphoric mania , which is mania and depression sort of mashed into one .  % anxious % http://nessanessness.livejournal.com/964.html 
0.363 % that explains the sudden mood swing .  % happy % http://marika-kailaya.livejournal.com/451559.html 
0.363 % turns out the fan shorts the fuse which makes something called the relays burn .  % crappy % http://nessersrocks.livejournal.com/264620.html 
0.363 % to drift in and out of drug induced comas ?  % accomplished % http://nerfcake.livejournal.com/16048.html 
0.363 % it does depress me .  % calm % http://nipper-dawg.livejournal.com/231129.html 
0.363 % it does not light a spark that causes me to go out and try to get better .  % indescribable % http://myownlilith.livejournal.com/8792.html 
0.362 % hilarity will ensue i guarantee it !  % amused % http://nishmael.livejournal.com/426753.html 
0.362 % finishing other _ways prompt .  % worried % http://marika-kailaya.livejournal.com/410274.html 
0.362 % leave a comment with one or more of these all if you re really cool : _an insult _a secret _a criticism _a crush _a compliment _a threat _a love note _a song lyric _a picture _anything else you want ahaha .  % bored % http://amethysteyes.livejournal.com/119115.html 
0.362 % book two , memories erased : treachery coming soon from extasy publishing .  % blank % http://niquibri.livejournal.com/75492.html 
0.362 % you re reserved , which covers a sensitive spirit easily hurt .  % relaxed % http://amethystfae.livejournal.com/12460.html 
0.362 % you and you techno music ... deep breathe sighs pulls out a cigar lights takes a big drag chills the fuck out  % annoyed % http://niphobiac.livejournal.com/66503.html 
0.362 % you roll with the punches , and as a result , your life is light and cheerful .  % happy % http://nerd-bird.livejournal.com/30542.html 
0.362 % not more than the briefest flash of memory that could have come from anywhere .  % content % http://marioftheforest.livejournal.com/18309.html 
0.362 % and i am disturbed by the notion that my neuroses may possibly affect my ability to poo , and when i cannot , then the neuroses would flare up terribly , and it would be a wicked , self feeding cycle .  % nerdy % http://marishkajuko.livejournal.com/33771.html 
0.362 % turns out that ronon s presence resulted in an entire village being wiped out once , which suggests some serious intimacy issues for our shiny new otp .  % geeky % http://mylittleredgirl.livejournal.com/124211.html 
0.362 % show , or just a sweet memory .  % depressed % http://amishwedding.livejournal.com/3585.html 
0.362 % john s wort while on anti hiv medications cause it causes some kinda odd reaction .  % bored % http://amesha-spentas.livejournal.com/28627.html 
0.362 % on the other hand i still hold vestiges of the fear resulting from the traumas that led me to give up on singing in what feels like a lifetime ago .  % accomplished % http://amethystfae.livejournal.com/42587.html 
0.362 % html one quick aside requip can and does cause people to fall asleep while driving .  % frustrated % http://neurocat.livejournal.com/47963.html 
0.362 % a thought provoking book , and good for thought .  % pleased % http://markurock.livejournal.com/3033.html 
0.362 % uncle is calling the melting pot to pull some strings for me .  % gloomy % http://nerk2486.livejournal.com/52304.html 
0.362 % maybe she s trying to be nice ahead of the inevitable conversation or avoiding further name discussion for some reason .  % bitchy % http://amerie-nc.livejournal.com/28000.html 
0.362 % she snags a lock of her hair between two fingers and sniffs it .  % happy % http://mylittleredgirl.livejournal.com/151984.html 
0.362 % he s a catalyst for my emotions .  % apathetic % http://mymagicpiano.livejournal.com/52943.html 
0.362 % and it leads to an overloading of my systems ... at a certain point after a prolonged period of time .  % contemplative % http://neritheka.livejournal.com/124286.html 
0.362 % who s the loudest : caleb , slight accidental touch to his penis and he goes off in orgasmic sounds .  % disappointed % http://my-lolypop-died.livejournal.com/37342.html 
0.362 % the whole mass extends up just over my belly button .  % anxious % http://amethyst-dancer.livejournal.com/18074.html 
0.362 % the song ends ; i pull him into my arms , oxygen mask and all .  % working % http://marika-kailaya.livejournal.com/357867.html 
0.362 % perhaps it was the the intoxicating cocktail of sense dulling hunger and progressive trance music pouring through my headphones that funneled my thoughts down this existential corridor .  % pensive % http://ninjai-turtle.livejournal.com/41571.html 
0.362 % with every action there is a ripple of unintended events .  % lazy % http://neritheka.livejournal.com/69150.html 
0.362 % could you hand me the inducer ?  % giddy % http://mylittleredgirl.livejournal.com/187666.html 
0.362 % there are lots of good smells that are so because of the memories they evoke ... o .  % contemplative % http://mariposablanca.livejournal.com/51831.html 
0.362 % chuck was immediately awake and he paused only long enough to grab his gun off the top of the nightstand before dashing into libby s room .  % worried % http://nerdherdchuck.livejournal.com/53864.html 
0.362 % life for me during the last week has been a whirlpool of happy moments with interspersed stretches of boredom and repetition , and smattered with a few bursts of worry .  % apathetic % http://nerdalmighty.livejournal.com/12809.html 
0.362 % it s like an intermittent fuzzy flicker .  % stressed % http://ninjakitten.livejournal.com/308319.html 
0.362 % __________________________________________ when you get a splinter , reach for the scotch tape before resorting to tweezers or a needle .  % busy % http://myluckyclover.livejournal.com/345582.html 
0.362 % also , possible : shock from unexpected accident , bodily relief of stress from shock as tears grief argument fails to examine other equally important aspects for sake of brevity .  % crushed % http://mynameiswigbert.livejournal.com/21442.html 
0.362 % i mean a worse kind of chaos , the chaos that is created by terrible device called the human brain .  % discontent % http://neptun-rising.livejournal.com/14590.html 
0.362 % evidently that is also a probably reason for my depression and irritability over the years .  % sleepy % http://nin-wife.livejournal.com/62474.html 
0.362 % so i want you to go back to that time in your feeling memory , and revisit that person you once were who could respond with pure outrage , undivided by sentimental attachment or fear of retaliation or calculations about group status and popularity , and bring back into your being that purity of response , that unsophisticated and childlike directness that we are capable of at a young age .  % cynical % http://my-own-hubris.livejournal.com/29761.html 
0.362 % bizarre , though i d recently read an article about that very thing ; that the stress of grief and mourning can cause actual heart damage .  % accomplished % http://nerdimus-prime.livejournal.com/195781.html 
0.362 % which was funny cause there suppose to be in japan with momiji and raiku .  % exhausted % http://ninja-mouse.livejournal.com/43714.html 
0.362 % i m haunted completely by it and every song unfolds all these different emotions with the most engaging thought provoking chemicals combusting in my little head .  % bitchy % http://markthehorizon.livejournal.com/66951.html 
0.362 % for whatever reason this sparks something within me .  % disappointed % http://markhamsaysno.livejournal.com/111315.html 
0.362 % prompt : she always wakes up an hour before him .  % chipper % http://nin-tendo.livejournal.com/11299.html 
0.361 % or is this just some weird anticipatory thing i m sensing ?  % contemplative % http://markurock.livejournal.com/111316.html 
0.361 % and , it made me cry toward the end which is an automatic plus in my book because for that to happen i have to love and care for the characters deeply .  % blah % http://ammepyre.livejournal.com/477639.html 
0.361 % a mention of this inquiry by this friend to a certain individual , who happens to be the bestfriend of the individual concerned sets off a chain of reaction that leads to a certain distress experienced by a certain person , namely me , in a certain area that s always been a perceived weakness , namely : relationships of that sort .  % embarassed % http://neritheka.livejournal.com/128135.html 
0.361 % and my alarm clock has a vindictive streak : if i hit snooze for more than an hour , the alarm shuts off all together .  % exhausted % http://amethystgoddess.livejournal.com/238647.html 
0.361 % you are not very rational , so you gravitate towards things that produce feelings or emotions over thoughts like fart jokes or spitballs , for instance .  % bouncy % http://netcriminal.livejournal.com/48183.html 
0.361 % firo s hair was ruined , but he managed to capture one of buttons from claire s sleeve in retaliation .  % high % http://nin-tendo.livejournal.com/8331.html 
0.361 % brought to you by quizilla okay , seems to be the best result or would anyone like to die by a heart attack during an orgy ?  % working % http://my-malachite.livejournal.com/6187.html 
0.361 % sometimes , if he could stop from smiling and therefore , giving away the game , he could make the scientist twitch .  % mellow % http://nessalynna.livejournal.com/1111.html 
0.361 % add to that little nods to classic works like any proper story tends to do from le petit prince to dracula , and fuck , i even swear there s an allusion to into the woods , which i find somewhat corroborated by a more blatant reference to the sound of music .  % distressed % http://amethyst-drop.livejournal.com/42556.html 
0.361 % this produced what could almost certainly be called a contented sigh from jeeves , and i wriggled my fingers a bit , rubbing the back of his magnificent skull to see if i could produce another such sigh , and maybe to stimulate the grey matter underneath into finding a way to avoid donning the old steel helmet and khakis .  % crazy % http://nerd-aesthetic.livejournal.com/5514.html 
0.361 % somehow you wish to be swept away from the normality and led into something extraordinary .  % contemplative % http://nessa-bell.livejournal.com/34114.html 
0.361 % there s so much that adds to the stack , or pit by now , of stress , anger , and depression in my gut .  % pensive % http://ame-tordue88.livejournal.com/3284.html 
0.361 % your icon distracted me into thinking about weir sniffing sheppard s hair .  % amused % http://mylittleredgirl.livejournal.com/93808.html 
0.361 % that happens to be one of my greatest psychological fears .  % dorky % http://mynock25.livejournal.com/412394.html 
0.361 % shrugs oh enough of that i ; m starting to depress my self .  % sleepy % http://ninjajunkfood.livejournal.com/2479.html 
0.361 % and by suicidal , i mean hey let s run around willy nilly and slam face first into a doorknob .  % cheerful % http://ninja-turbo.livejournal.com/60880.html 
0.361 % there must be a heat shock protein in my brain that affects my mood .  % bouncy % http://netmystique.livejournal.com/63394.html 
0.361 % only a desolate downward spiral follows a heart !  % depressed % http://nintendokitten.livejournal.com/6939.html 
0.361 % onto the thing more likely to temporarily dislocate half my brain .  % cold % http://marika-kailaya.livejournal.com/606629.html 
0.361 % the pattern is usually as follows : wake up around , dodge parker on the way to shower .  % good % http://ninia-simone.livejournal.com/65859.html 
0.361 % _____ warning : the consumption of alcohol is the leading cause of inexplicable rug burns on the forehead , knees and lower back .  % annoyed % http://mylorelie.livejournal.com/17992.html 
0.361 % then for no apparent reason , you satisfy your blood lust with ever increasing ferocity , culminating in the near destruction of your final victim , and then you vanish from the scene forever .  % devious % http://amethystgoddess.livejournal.com/3952.html 
0.361 % she shines with the light of creation , offering a glimpse into my troubled mind , and my center trembles with apocalyptic fear that this will end .  % determined % http://neuraleyes.livejournal.com/86172.html 
0.361 % when i explained i used a bubble making machine during my act one insurer said such machines were dangerous because children could slip on the soapy bubbles .  % accomplished % http://nestashouse.livejournal.com/42702.html 
0.361 % mixing with amethyst ium causes a violent chemical reaction , producing an opaque opalescent potion which gives the user protection from angry glares .  % full % http://amethyst1319.livejournal.com/2801.html 
0.361 % so we were like , the persons hands must generate some type of small force from the induced electric fields in our bodies that cause some psychological effects that push the plastic in a northeasterly direction and adding up the vectors and blah blah blah .  % anxious % http://niquenique.livejournal.com/4739.html 
0.361 % car o scope makes suggestions for more compatible vehicles have no fear , car o scope is here to save you from a life of misery , depression and hemorrhoidal flare ups .  % lazy % http://aminosays.livejournal.com/13643.html 
0.361 % deadly spiral .  % bored % http://ninjabaggins.livejournal.com/54479.html 
0.361 % it s sort of cathartic .  % sad % http://markdimaisip.livejournal.com/2982.html 
0.361 % i kicked into survival mode and somehow that s preventing me from ... feeling .  % pensive % http://mynamespitty.livejournal.com/8869.html 
0.361 % it just sparks you .  % content % http://mynutsyourchin.livejournal.com/55902.html 
0.361 % supressing violent urges only leads to psychological internal violence , you see ?  % melancholy % http://my-name-is-mud.livejournal.com/5621.html 
0.361 % an unlikely combination culminating in absolute honesty to a total stranger who turned out to be really cool , his name is adam then a burst of incongruous social desperation , which ended quickly in victory and a miasma of smoke against the wall of mirrors , sudden introspection leaving me in total dominion over my memory retrival system .  % weird % http://my-own-place.livejournal.com/12203.html 
0.361 % fearing that it will form a negative reaction .  % lazy % http://neptun-rising.livejournal.com/10683.html 
0.361 % he longed to be able to think of something else , but he could hear draco rsquo ; s every breathy moan with each exhalation , he could smell draco rsquo ; s arousal heightening .  % bouncy % http://amightypenguin.livejournal.com/53327.html 
0.361 % more muttering ensues .  % accomplished % http://ammepyre.livejournal.com/486962.html 
0.361 % my attempts to drag him out send him into full panic mode , so in the end i had to move the fridge .  % aggravated % http://neuralclone.livejournal.com/95280.html 
0.361 % strumpet and i have a long history together , one that is wrought with heat and random slaps .  % calm % http://nerdzrule23.livejournal.com/3778.html 
0.361 % and it creates unneeded anxiety .  % anxious % http://mynewslang.livejournal.com/54860.html 
0.361 % dx few things ignite my temper as quickly and violently as a computer fucking up .  % angry % http://amiko2147483632.livejournal.com/367030.html 
0.361 % which is sad , cause once upon a time i used to be able to write to this soundtrack .  % bouncy % http://ammepyre.livejournal.com/601201.html 
0.361 % i used to wonder when that drawing board would end up in some back corner of your mind , in storage behind so many other acrid memories .  % groggy % http://nesprincess0014.livejournal.com/46033.html 
0.361 % all these songs just bring back such great memories .  % nostalgic % http://netvor-theshade.livejournal.com/9205.html 
0.361 % you know in the tool song lateralus he sings in the fibonacci sequence ?  % accomplished % http://myownmartyr.livejournal.com/91028.html 
0.360 % trichopathophobia or fear of hair .  % curious % http://ninomit-arol.livejournal.com/196862.html 
0.360 % murmurs the again , flicking his wand and refreshing the spell , bringing it in tight around her and strengthening the barrier after a moment he blinks , then turns and begins to walk off again i have enough bad dreams .  % indescribable % http://marked-seeker.livejournal.com/33277.html 
0.360 % and people thought it was funny cause i like , faked the punch .  % tired % http://marimbafingers.livejournal.com/5368.html 
0.360 % advanced global personality test results extraversion stability orderliness accommodation interdependence intellectual mystical artistic religious hedonism materialism narcissism adventurousness work ethic self absorbed conflict seeking need to dominate romantic avoidant anti authority wealth dependency change averse cautiousness individuality sexuality peter pan complex physical security physical fitness histrionic paranoia vanity hypersensitivity female cliche trait snapshot : paranoid tendencies , irritable , anxious , fidgety , dependent , worrying , emotionally sensitive , prone to regret , depressed , second guesses self , somewhat fragile , dislikes change , prefers organized to unpredictable , suspicious , phobic , craves attention , not a risk taker , low self control , very sensitive to criticism , unadventurous , does not make friends easily , defensive , obsessive , low self esteem take free advanced global personality test personality tests by similarminds .  % amused % http://ningendakara.livejournal.com/694.html 
0.360 % i may have most likely , i believe caused some disappointments and perhaps stirred up some anger along the way .  % thirsty % http://amiablystrange.livejournal.com/3015.html 
0.360 % then , of course , there s the finger nail biting moments when you send your manuscript off to the magazines or the agents , hoping for a positive response from someone other than your usual fan base .  % blank % http://amguynes.livejournal.com/86610.html 
0.360 % maybe we can put off buying a new nuclear submarine after all , who is there left to warrant such a weapon ?  % aggravated % http://nettiger.livejournal.com/6781.html 
0.360 % what could have sparked these emotions so early on in my day ?  % melancholy % http://mynameislondon.livejournal.com/28936.html 
0.360 % my recent post got lots of response and one comment caused me to remember my early testing .  % tired % http://mark-landon.livejournal.com/32453.html 
0.360 % and for those moments that i want to be simultaneously annoyed and bored and put into a coma , a lovely thick text on psychoanalytic therapy .  % bouncy % http://nirvyone.livejournal.com/71823.html 
0.360 % at this point i can still manage to laugh and talk as always ... well almost , anway , if not for a few abrupt silences between conversations , when i feel the wave of absolute sadness and pain travel up my spine .  % thirsty % http://amiablystrange.livejournal.com/3015.html 
0.360 % cause if she call means its time for break fast .  % tired % http://ninthapril.livejournal.com/51830.html 
0.360 % cause now , nng .  % nauseated % http://ninjakitten.livejournal.com/238876.html 
0.360 % these really short , brief snatches of happiness followed by terrifyingly depressing lows where everything just goes wrong .  % melancholy % http://am-ex-girl.livejournal.com/17675.html 
0.360 % somehow that brings to mind the use of the guns during work .  % happy % http://nesuphyn.livejournal.com/26102.html 
0.360 % she often brings up topics that cause me to think or dwell , to voice the thoughts in my head prompting me to share them , expand upon on them .  % happy % http://amethystfae.livejournal.com/8937.html 
0.360 % when you make law in reaction to something visceral , things like this are bound to happen .  % cold % http://nettiger.livejournal.com/24028.html 
0.360 % bam breaths in deeper .  % amused % http://marilynvalo.livejournal.com/3733.html 
0.360 % a simple conversation could spark a lifetime of change in one person , while to the other it could have just been another hello or goodbye and carrying on with the day .  % peaceful % http://amie0610.livejournal.com/12460.html 
0.360 % he says that hair loss can sometimes be caused by childbirth , and the stress it puts on your body , and to give it about another month , max .  % content % http://amethystwings.livejournal.com/8524.html 
0.360 % in it i hope to post answers to writing prompts and exercises as often as my muses will allow around my normal fanfiction activities .  % happy % http://mymightypen.livejournal.com/440.html 
0.360 % common symptoms include : forgetfulness , massive workload , minimum wage , disorganisation , isolation , random inspirations which arrive at inconvenient times and disrupted sleeping patterns .  % amused % http://markitos05.livejournal.com/3011.html 
0.360 % the lead did seem to be doing an impersination of gene wilder .  % amused % http://nipper-dawg.livejournal.com/451454.html 
0.360 % and do something about that psycho mouse .  % bored % http://ninjagaiden.livejournal.com/157152.html 
0.360 % what is your weakness : : tickelish ness ... and ... random uncontrollable laughter .  % energetic % http://amesherla.livejournal.com/8395.html 
0.360 % this allows me to neatly avoid the crushing disappointment that happens when i inevitably break them .  % determined % http://ammie-warrior.livejournal.com/26648.html 
0.360 % persistent tachycardia can lead to greater damage and heart malfunction and even sudden cardiac death .  % worried % http://nirvanalives.livejournal.com/9160.html 
0.360 % this will ideally happen about seconds before i die , to avoid the consequences of saying it .  % tired % http://mynameisyuuta.livejournal.com/9145.html 
0.360 % funny though , cause not minutes into the movie riannon left to do something and ended up passed out on her bed .  % weird % http://amethystsentry.livejournal.com/10190.html 
0.360 % that could be the cause of my headaches .  % distressed % http://netster15.livejournal.com/144710.html 
0.360 % you propose causes for actions , suggest that perhaps a certain event has caused you to be biased about an idea , or prone to engage in certain behaviors , and what i appreciate best is that you are open to evaluation by your friends .  % amused % http://mynameiswigbert.livejournal.com/8318.html 
0.360 % avoid it if you like : poetry , water lillies floating gently down a river , serene philosophical musings on the nature of life , intricately woven tales of suspense and conspiracy culminating in a shock denouement , nancy boys poncing about and being all angsty over how they feel instead of going out and relieving all that uncertainty by brutally killing the s t out of something .  % happy % http://ninjaiguana.livejournal.com/66964.html 
0.360 % this form of communication limits our ability to read certain signals , such as facial expression or tone of voice , so detail helps prevent problems that may arise from this lack of information .  % irritated % http://amikkell.livejournal.com/8825.html 
0.360 % but , when it comes to the end of a truly amazing novel , complete with crazy , flawed , lovely characters , thought provoking themes , and a story line that makes the page numbers melt away , that last page takes a bit of my soul with it .  % sore % http://my-october.livejournal.com/338647.html 
0.359 % cause , josh s alarm didnt wake me up ... and then i had an adventure on the way to work .  % curious % http://ninjaturtlepunk.livejournal.com/143063.html 
0.359 % tranquilizers : pop one , numbness moves through brain , total unconsciousness in ... ... ... there s something wrong with this fucking system .  % grumpy % http://ninja-elephant.livejournal.com/8460.html 
0.359 % com results : the name of katherine creates a friendly , sociable , charming nature , but causes you to be too easily influenced by others .  % good % http://neritheka.livejournal.com/20121.html 
0.359 % if that rsquo ; s the case , then that factor probably saved us from a good deal of dread .  % working % http://marika-kailaya.livejournal.com/482086.html 
0.359 % it appears that your biggest unconscious conflict that still afflicts you stems from what freud defined as the anal stage of development that occurred when you were between a year and a half and three years old .  % bored % http://ninjagaiden.livejournal.com/126050.html 
0.359 % the haunting and i mean that sincerely backdrop of the deeply racist deep south , makes a tension hang over the entire movie .  % touched % http://mariknightbus.livejournal.com/18544.html 
0.359 % if the causative emotions are not addressed so that the body can return to a more normal functioning state , then the stress disrupts the body s functioning for a longer period of time .  % confused % http://nessaquttie.livejournal.com/55818.html 
0.359 % if only she could hold on , bottle the feeling and drink deep of it , when the actual presence of him breaks the spell , and her head betrays her heart in panic .  % creative % http://ninjamonkey73.livejournal.com/10973.html 
0.359 % then third , bring the issue up to maybe provoke me to think about the issue .  % annoyed % http://amethystmeg.livejournal.com/9265.html 
0.359 % you are probably either very spiritual or needlessly paranoid about the man , like most hippies , as a result of your focus on intuition and feelings over cold , brutal logic .  % content % http://ninjitsupiracy.livejournal.com/49713.html 
0.359 % for some reason , anti depressants are connected to mental damage in my mind .  % pensive % http://ningauble.livejournal.com/36710.html 
0.359 % questions invoking memories that still plague my sleep .  % grateful % http://mariusdromanus.livejournal.com/7269.html 
0.359 % after he wrote the tipping point , he let his hair grow out into a massive afro .  % content % http://ammichaels.livejournal.com/29519.html 
0.359 % they could get the point across , put out that most wanted list , and round up those specific cylon models without causing mass hysteria and potentially undermining the chain of command .  % discontent % http://mylittleredgirl.livejournal.com/91520.html 
0.359 % you could emerge as a sensitive songwriter ... or a manic rock star .  % apathetic % http://nerina-story.livejournal.com/7882.html 
0.359 % hardly become angry unless provoked .  % sore % http://neros-bane.livejournal.com/45313.html 
0.359 % : no describe your bed : messy spontaneous or plain ?  % lonely % http://marklasorous.livejournal.com/2129.html 
0.359 % you like to see othrs in pain , or cause it .  % aggravated % http://nishastar.livejournal.com/26921.html 
0.359 % a shrill alarm sounded over the pa system , followed by a page for general o neill to the mess to deal with the aftermath of a contained oven fire .  % excited % http://mylittleredgirl.livejournal.com/40137.html 
0.359 % in people s expressions , eyes , behavior , mannerisms , i seem to pick up subtle hints to things deeper .  % contemplative % http://ninjatechalumni.livejournal.com/5830.html 
0.359 % which turns out mean i have to post .  % creative % http://nervouslaugh.livejournal.com/27801.html 
0.359 % or a manifestation of the deep seated fears of humanity .  % impressed % http://nisbetbryce.livejournal.com/37065.html 
0.359 % this dark undercurrent is pervasive but very deep this is something i would rather take advantage of , then induce myself , even were sucha thing within my power .  % pensive % http://nettiger.livejournal.com/4698.html 
0.359 % you know ... the lure of a lover s gaze can ignite a passionate first kiss ... and then a second ... or the deathly glare of a hated enemy can be enough to scare one away ... or the glistening , moist sorrow that contorts one s face can be enough to bring a loved one to his or her knees in sympathy , regret , guilt , or compassion .  % optimistic % http://ame-tordue88.livejournal.com/3036.html 
0.359 % two minute pause for effect think about that .  % nervous % http://nerdfacepirate.livejournal.com/44516.html 
0.359 % such fond memories .  % accomplished % http://ninjahead.livejournal.com/62011.html 
